alpha,mu,x0,x1
0.9999,1.9000000000000001,-2.7100000000001554,5.629999999999667
0.9999,1.9100000000000001,-2.680000000000156,5.639999999999667
0.9999,1.92,-2.6600000000001565,5.649999999999666
0.9999,1.93,-2.630000000000157,5.659999999999666
0.9999,1.94,-2.6100000000001575,5.669999999999666
0.9999,1.95,-2.590000000000158,5.679999999999666
0.9999,1.96,-2.5600000000001586,5.6899999999996655
0.9999,1.97,-2.540000000000159,5.699999999999665
0.9999,1.98,-2.5200000000001594,5.709999999999665
0.9999,1.99,-2.50000000000016,5.719999999999665
0.9999,2.0,-2.4700000000001605,5.729999999999665
0.9999,2.0100000000000002,-2.450000000000161,5.7399999999996645
0.9999,2.02,-2.440000000000161,5.749999999999664
0.9999,2.0300000000000002,-2.4300000000001614,5.759999999999664
0.9999,2.04,-2.400000000000162,5.779999999999664
0.9999,2.05,-2.3800000000001624,5.789999999999663
0.9999,2.06,-2.360000000000163,5.799999999999663
0.9999,2.07,-2.3400000000001633,5.809999999999663
0.9999,2.08,-2.3200000000001637,5.819999999999663
0.9999,2.09,-2.300000000000164,5.829999999999663
0.9999,2.1,-2.2800000000001646,5.839999999999662
0.9999,2.11,-2.250000000000165,5.849999999999662
0.9999,2.12,-2.2300000000001656,5.859999999999662
0.9999,2.13,-2.210000000000166,5.869999999999662
0.9999,2.14,-2.1900000000001665,5.8799999999996615
0.9999,2.15,-2.170000000000167,5.889999999999661
0.9999,2.16,-2.160000000000167,5.899999999999661
0.9999,2.17,-2.1500000000001673,5.909999999999661
0.9999,2.18,-2.1300000000001678,5.92999999999966
0.9999,2.19,-2.110000000000168,5.93999999999966
0.9999,2.2,-2.0900000000001686,5.94999999999966
0.9999,2.21,-2.070000000000169,5.95999999999966
0.9999,2.22,-2.0500000000001695,5.96999999999966
0.9999,2.23,-2.03000000000017,5.979999999999659
0.9999,2.24,-2.0100000000001703,5.989999999999659
0.9999,2.25,-1.9900000000001707,5.999999999999659
0.9999,2.2600000000000002,-1.980000000000171,6.009999999999657
0.9999,2.27,-1.9700000000001712,6.0199999999996585
0.9999,2.2800000000000002,-1.9600000000001714,6.02999999999966
0.9999,2.29,-1.9400000000001718,6.049999999999656
0.9999,2.3000000000000003,-1.9200000000001722,6.059999999999658
0.9999,2.31,-1.9000000000001727,6.069999999999659
0.9999,2.32,-1.880000000000173,6.079999999999657
0.9999,2.33,-1.8600000000001735,6.089999999999655
0.9999,2.34,-1.8500000000001737,6.099999999999657
0.9999,2.35,-1.8300000000001742,6.109999999999658
0.9999,2.36,-1.8200000000001744,6.119999999999656
0.9999,2.37,-1.8100000000001746,6.129999999999654
0.9999,2.38,-1.790000000000175,6.1499999999996575
0.9999,2.39,-1.7700000000001754,6.1599999999996555
0.9999,2.4,-1.7600000000001756,6.1699999999996535
0.9999,2.41,-1.740000000000176,6.179999999999655
0.9999,2.42,-1.7200000000001765,6.189999999999657
0.9999,2.43,-1.700000000000177,6.199999999999655
0.9999,2.44,-1.6900000000001771,6.209999999999653
0.9999,2.45,-1.6800000000001774,6.219999999999654
0.9999,2.46,-1.6700000000001776,6.229999999999656
0.9999,2.47,-1.650000000000178,6.249999999999652
0.9999,2.48,-1.6400000000001782,6.259999999999653
0.9999,2.49,-1.6200000000001786,6.269999999999655
0.9999,2.5,-1.600000000000179,6.279999999999653
0.9999,2.5100000000000002,-1.5900000000001793,6.289999999999651
0.9999,2.52,-1.5700000000001797,6.2999999999996525
0.9999,2.5300000000000002,-1.56000000000018,6.309999999999654
0.9999,2.54,-1.5500000000001801,6.319999999999652
0.9999,2.5500000000000003,-1.5400000000001803,6.32999999999965
0.9999,2.56,-1.5200000000001808,6.349999999999653
0.9999,2.57,-1.5000000000001812,6.359999999999651
0.9999,2.58,-1.4900000000001814,6.369999999999649
0.9999,2.59,-1.4700000000001818,6.379999999999651
0.9999,2.6,-1.460000000000182,6.389999999999652
0.9999,2.61,-1.4500000000001823,6.39999999999965
0.9999,2.62,-1.4400000000001825,6.409999999999648
0.9999,2.63,-1.4300000000001827,6.41999999999965
0.9999,2.64,-1.410000000000183,6.43999999999965
0.9999,2.65,-1.3900000000001835,6.449999999999648
0.9999,2.66,-1.3800000000001837,6.459999999999649
0.9999,2.67,-1.370000000000184,6.469999999999651
0.9999,2.68,-1.3600000000001842,6.479999999999649
0.9999,2.69,-1.3500000000001844,6.489999999999647
0.9999,2.7,-1.3300000000001848,6.50999999999965
0.9999,2.71,-1.320000000000185,6.519999999999648
0.9999,2.72,-1.3000000000001855,6.529999999999646
0.9999,2.73,-1.2900000000001857,6.539999999999647
0.9999,2.74,-1.270000000000186,6.549999999999649
0.9999,2.75,-1.2600000000001863,6.559999999999647
0.9999,2.7600000000000002,-1.2500000000001865,6.569999999999645
0.9999,2.77,-1.2400000000001867,6.579999999999647
0.9999,2.7800000000000002,-1.230000000000187,6.589999999999648
0.9999,2.79,-1.2200000000001872,6.599999999999646
0.9999,2.8000000000000003,-1.2000000000001876,6.619999999999646
0.9999,2.81,-1.1900000000001878,6.629999999999647
0.9999,2.82,-1.1700000000001882,6.639999999999645
0.9999,2.83,-1.1600000000001884,6.649999999999643
0.9999,2.84,-1.1500000000001886,6.659999999999645
0.9999,2.85,-1.1400000000001889,6.669999999999646
0.9999,2.86,-1.130000000000189,6.6799999999996444
0.9999,2.87,-1.1200000000001893,6.6899999999996425
0.9999,2.88,-1.1000000000001897,6.709999999999646
0.9999,2.89,-1.09000000000019,6.719999999999644
0.9999,2.9,-1.0800000000001901,6.729999999999642
0.9999,2.91,-1.0700000000001904,6.739999999999643
0.9999,2.92,-1.0600000000001906,6.749999999999645
0.9999,2.93,-1.0500000000001908,6.759999999999643
0.9999,2.94,-1.0300000000001912,6.779999999999642
0.9999,2.95,-1.0200000000001914,6.789999999999644
0.9999,2.96,-1.0100000000001916,6.799999999999642
0.9999,2.97,-0.9900000000001921,6.80999999999964
0.9999,2.98,-0.9800000000001923,6.8199999999996415
0.9999,2.99,-0.9700000000001925,6.829999999999643
0.9999,3.0,-0.9600000000001927,6.839999999999641
0.9999,3.0100000000000002,-0.9500000000001929,6.849999999999639
0.9999,3.02,-0.9400000000001931,6.859999999999641
0.9999,3.0300000000000002,-0.9300000000001933,6.869999999999642
0.9999,3.04,-0.9100000000001938,6.889999999999638
0.9999,3.0500000000000003,-0.900000000000194,6.89999999999964
0.9999,3.06,-0.8900000000001942,6.909999999999641
0.9999,3.0700000000000003,-0.8700000000001946,6.919999999999639
0.9999,3.08,-0.8600000000001948,6.929999999999637
0.9999,3.09,-0.850000000000195,6.939999999999639
0.9999,3.1,-0.8400000000001953,6.9499999999996405
0.9999,3.11,-0.8300000000001955,6.9599999999996385
0.9999,3.12,-0.8200000000001957,6.9699999999996365
0.9999,3.13,-0.8100000000001959,6.979999999999638
0.9999,3.14,-0.8000000000001961,6.98999999999964
0.9999,3.15,-0.7900000000001963,6.999999999999638
0.9999,3.16,-0.7700000000001967,7.019999999999637
0.9999,3.17,-0.760000000000197,7.029999999999639
0.9999,3.18,-0.7500000000001972,7.039999999999637
0.9999,3.19,-0.7400000000001974,7.049999999999635
0.9999,3.2,-0.7300000000001976,7.059999999999636
0.9999,3.21,-0.7200000000001978,7.069999999999638
0.9999,3.22,-0.710000000000198,7.079999999999636
0.9999,3.23,-0.7000000000001982,7.089999999999634
0.9999,3.24,-0.6900000000001985,7.0999999999996355
0.9999,3.25,-0.6700000000001989,7.119999999999635
0.9999,3.2600000000000002,-0.6600000000001991,7.129999999999633
0.9999,3.27,-0.6500000000001993,7.139999999999635
0.9999,3.2800000000000002,-0.6400000000001995,7.149999999999636
0.9999,3.29,-0.6300000000001997,7.159999999999634
0.9999,3.3000000000000003,-0.6200000000002,7.169999999999632
0.9999,3.31,-0.6100000000002002,7.179999999999634
0.9999,3.3200000000000003,-0.6000000000002004,7.189999999999635
0.9999,3.33,-0.5900000000002006,7.199999999999633
0.9999,3.34,-0.5800000000002008,7.209999999999631
0.9999,3.35,-0.570000000000201,7.219999999999633
0.9999,3.36,-0.5600000000002012,7.2299999999996345
0.9999,3.37,-0.5400000000002017,7.2499999999996305
0.9999,3.38,-0.5300000000002019,7.259999999999632
0.9999,3.39,-0.5200000000002021,7.269999999999634
0.9999,3.4,-0.5100000000002023,7.279999999999632
0.9999,3.41,-0.5000000000002025,7.28999999999963
0.9999,3.42,-0.4900000000002027,7.299999999999631
0.9999,3.43,-0.48000000000020293,7.309999999999633
0.9999,3.44,-0.47000000000020314,7.319999999999631
0.9999,3.45,-0.46000000000020336,7.329999999999629
0.9999,3.46,-0.45000000000020357,7.33999999999963
0.9999,3.47,-0.4400000000002038,7.349999999999632
0.9999,3.48,-0.430000000000204,7.35999999999963
0.9999,3.49,-0.4200000000002042,7.369999999999628
0.9999,3.5,-0.4100000000002044,7.3799999999996295
0.9999,3.5100000000000002,-0.40000000000020464,7.389999999999631
0.9999,3.52,-0.38000000000020506,7.409999999999627
0.9999,3.5300000000000002,-0.3700000000002053,7.419999999999629
0.9999,3.54,-0.3600000000002055,7.42999999999963
0.9999,3.5500000000000003,-0.3500000000002057,7.439999999999628
0.9999,3.56,-0.3400000000002059,7.449999999999626
0.9999,3.5700000000000003,-0.33000000000020613,7.459999999999628
0.9999,3.58,-0.32000000000020634,7.469999999999629
0.9999,3.59,-0.31000000000020655,7.479999999999627
0.9999,3.6,-0.30000000000020677,7.489999999999625
0.9999,3.61,-0.290000000000207,7.499999999999627
0.9999,3.62,-0.2800000000002072,7.5099999999996285
0.9999,3.63,-0.2700000000002074,7.5199999999996265
0.9999,3.64,-0.2600000000002076,7.5299999999996245
0.9999,3.65,-0.25000000000020783,7.539999999999626
0.9999,3.66,-0.24000000000020805,7.549999999999628
0.9999,3.67,-0.23000000000020826,7.559999999999626
0.9999,3.68,-0.22000000000020847,7.569999999999624
0.9999,3.69,-0.2100000000002087,7.579999999999625
0.9999,3.7,-0.2000000000002089,7.589999999999627
0.9999,3.71,-0.1900000000002091,7.599999999999625
0.9999,3.72,-0.18000000000020933,7.609999999999623
0.9999,3.73,-0.17000000000020954,7.619999999999624
0.9999,3.74,-0.16000000000020975,7.629999999999626
0.9999,3.75,-0.15000000000020997,7.639999999999624
0.9999,3.7600000000000002,-0.14000000000021018,7.649999999999622
0.9999,3.77,-0.1300000000002104,7.6599999999996236
0.9999,3.7800000000000002,-0.1200000000002106,7.669999999999625
0.9999,3.79,-0.11000000000021082,7.679999999999623
0.9999,3.8000000000000003,-0.10000000000021103,7.689999999999621
0.9999,3.81,-0.09000000000021124,7.699999999999623
0.9999,3.8200000000000003,-0.08000000000021146,7.709999999999624
0.9999,3.83,-0.07000000000021167,7.719999999999622
0.9999,3.84,-0.060000000000211884,7.72999999999962
0.9999,3.85,-0.0500000000002121,7.739999999999622
0.9999,3.86,-0.04000000000021231,7.749999999999623
0.9999,3.87,-0.030000000000212523,7.759999999999621
0.9999,3.88,-0.020000000000212736,7.769999999999619
0.9999,3.89,-0.01000000000021295,7.779999999999621
0.9999,3.9,0.009999999999786624,7.799999999999621
0.9999,3.91,0.01999999999978641,7.809999999999619
0.9999,3.92,0.029999999999786198,7.81999999999962
0.9999,3.93,0.039999999999785985,7.829999999999622
0.9999,3.94,0.04999999999978577,7.83999999999962
0.9999,3.95,0.05999999999978556,7.849999999999618
0.9999,3.96,0.06999999999978535,7.859999999999619
0.9999,3.97,0.07999999999978513,7.869999999999621
0.9999,3.98,0.08999999999978492,7.879999999999619
0.9999,3.99,0.0999999999997847,7.889999999999617
0.9999,4.0,0.10999999999978449,7.899999999999618
0.9999,4.01,0.11999999999978428,7.90999999999962
0.9999,4.0200000000000005,0.12999999999978407,7.919999999999618
0.9999,4.03,0.13999999999978385,7.929999999999616
0.9999,4.04,0.14999999999978364,7.939999999999618
0.9999,4.05,0.15999999999978343,7.949999999999619
0.9999,4.0600000000000005,0.1699999999997832,7.959999999999617
0.9999,4.07,0.179999999999783,7.969999999999615
0.9999,4.08,0.1899999999997828,7.979999999999617
0.9999,4.09,0.19999999999978257,7.989999999999618
0.9999,4.1,0.20999999999978236,7.999999999999616
0.9999,4.11,0.21999999999978215,8.009999999999614
0.9999,4.12,0.22999999999978193,8.019999999999616
0.9999,4.13,0.23999999999978172,8.029999999999617
0.9999,4.14,0.2499999999997815,8.039999999999615
0.9999,4.15,0.2599999999997813,8.049999999999613
0.9999,4.16,0.2699999999997811,8.059999999999615
0.9999,4.17,0.27999999999978087,8.069999999999617
0.9999,4.18,0.28999999999978066,8.079999999999615
0.9999,4.19,0.29999999999978044,8.089999999999613
0.9999,4.2,0.30999999999978023,8.099999999999614
0.9999,4.21,0.31999999999978,8.109999999999616
0.9999,4.22,0.3299999999997798,8.119999999999614
0.9999,4.23,0.3399999999997796,8.129999999999612
0.9999,4.24,0.3499999999997794,8.139999999999613
0.9999,4.25,0.35999999999977916,8.149999999999615
0.9999,4.26,0.36999999999977895,8.159999999999613
0.9999,4.2700000000000005,0.37999999999977874,8.169999999999611
0.9999,4.28,0.3899999999997785,8.179999999999612
0.9999,4.29,0.3999999999997783,8.189999999999614
0.9999,4.3,0.4099999999997781,8.199999999999612
0.9999,4.3100000000000005,0.4199999999997779,8.20999999999961
0.9999,4.32,0.42999999999977767,8.219999999999612
0.9999,4.33,0.43999999999977746,8.229999999999613
0.9999,4.34,0.44999999999977724,8.239999999999611
0.9999,4.3500000000000005,0.45999999999977703,8.24999999999961
0.9999,4.36,0.4699999999997768,8.25999999999961
0.9999,4.37,0.4799999999997766,8.269999999999612
0.9999,4.38,0.4899999999997764,8.27999999999961
0.9999,4.39,0.4999999999997762,8.289999999999608
0.9999,4.4,0.509999999999776,8.29999999999961
0.9999,4.41,0.5199999999997758,8.309999999999611
0.9999,4.42,0.5299999999997755,8.31999999999961
0.9999,4.43,0.5399999999997753,8.329999999999607
0.9999,4.44,0.5499999999997751,8.339999999999609
0.9999,4.45,0.5599999999997749,8.34999999999961
0.9999,4.46,0.5699999999997747,8.359999999999609
0.9999,4.47,0.5799999999997745,8.369999999999607
0.9999,4.48,0.5899999999997743,8.379999999999608
0.9999,4.49,0.599999999999774,8.38999999999961
0.9999,4.5,0.6099999999997738,8.399999999999608
0.9999,4.51,0.6199999999997736,8.409999999999606
0.9999,4.5200000000000005,0.6299999999997734,8.419999999999607
0.9999,4.53,0.6399999999997732,8.429999999999609
0.9999,4.54,0.649999999999773,8.439999999999607
0.9999,4.55,0.6599999999997728,8.449999999999605
0.9999,4.5600000000000005,0.6699999999997726,8.459999999999607
0.9999,4.57,0.6799999999997723,8.469999999999608
0.9999,4.58,0.6899999999997721,8.479999999999606
0.9999,4.59,0.6999999999997719,8.489999999999604
0.9999,4.6000000000000005,0.7099999999997717,8.499999999999606
0.9999,4.61,0.7199999999997715,8.509999999999607
0.9999,4.62,0.7299999999997713,8.519999999999605
0.9999,4.63,0.7399999999997711,8.529999999999603
0.9999,4.64,0.7499999999997708,8.539999999999605
0.9999,4.65,0.7599999999997706,8.549999999999606
0.9999,4.66,0.7699999999997704,8.559999999999604
0.9999,4.67,0.7799999999997702,8.569999999999602
0.9999,4.68,0.78999999999977,8.579999999999604
0.9999,4.69,0.7999999999997698,8.589999999999606
0.9999,4.7,0.8099999999997696,8.599999999999604
0.9999,4.71,0.8199999999997694,8.609999999999602
0.9999,4.72,0.8299999999997691,8.619999999999603
0.9999,4.73,0.8399999999997689,8.629999999999605
0.9999,4.74,0.8499999999997687,8.639999999999603
0.9999,4.75,0.8599999999997685,8.6499999999996
0.9999,4.76,0.8699999999997683,8.659999999999602
0.9999,4.7700000000000005,0.8799999999997681,8.669999999999604
0.9999,4.78,0.8899999999997679,8.679999999999602
0.9999,4.79,0.8999999999997677,8.6899999999996
0.9999,4.8,0.9099999999997674,8.699999999999601
0.9999,4.8100000000000005,0.9199999999997672,8.709999999999603
0.9999,4.82,0.929999999999767,8.719999999999601
0.9999,4.83,0.9399999999997668,8.729999999999599
0.9999,4.84,0.9499999999997666,8.7399999999996
0.9999,4.8500000000000005,0.9599999999997664,8.749999999999602
0.9999,4.86,0.9699999999997662,8.7599999999996
0.9999,4.87,0.979999999999766,8.769999999999598
0.9999,4.88,0.9899999999997657,8.7799999999996
0.9999,4.89,0.9999999999997655,8.789999999999601
0.9999,4.9,1.0099999999997653,8.7999999999996
0.9999,4.91,1.019999999999765,8.809999999999597
0.9999,4.92,1.0299999999997649,8.819999999999599
0.9999,4.93,1.0399999999997647,8.8299999999996
0.9999,4.94,1.0499999999997645,8.839999999999598
0.9999,4.95,1.0599999999997642,8.849999999999596
0.9999,4.96,1.069999999999764,8.859999999999598
0.9999,4.97,1.0799999999997638,8.8699999999996
0.9999,4.98,1.0899999999997636,8.879999999999598
0.9999,4.99,1.0999999999997634,8.889999999999596
0.9999,5.0,1.1099999999997632,8.899999999999597
0.9999,5.01,1.119999999999763,8.909999999999599
0.9999,5.0200000000000005,1.1299999999997627,8.919999999999597
0.9999,5.03,1.1399999999997625,8.929999999999595
0.9999,5.04,1.1499999999997623,8.939999999999596
0.9999,5.05,1.159999999999762,8.949999999999598
0.9999,5.0600000000000005,1.169999999999762,8.959999999999596
0.9999,5.07,1.1799999999997617,8.969999999999594
0.9999,5.08,1.1899999999997615,8.979999999999595
0.9999,5.09,1.1999999999997613,8.989999999999597
0.9999,5.1000000000000005,1.209999999999761,8.999999999999595
0.9999,5.11,1.2199999999997608,9.009999999999593
0.9999,5.12,1.2299999999997606,9.019999999999595
0.9999,5.13,1.2399999999997604,9.029999999999596
0.9999,5.14,1.2499999999997602,9.039999999999594
0.9999,5.15,1.25999999999976,9.049999999999592
0.9999,5.16,1.2699999999997598,9.059999999999594
0.9999,5.17,1.2799999999997596,9.069999999999595
0.9999,5.18,1.2899999999997593,9.079999999999593
0.9999,5.19,1.2999999999997591,9.089999999999591
0.9999,5.2,1.309999999999759,9.099999999999593
0.9999,5.21,1.3199999999997587,9.109999999999594
0.9999,5.22,1.3299999999997585,9.119999999999592
0.9999,5.23,1.3399999999997583,9.12999999999959
