alpha,mu,x0,x1
0.9545,1.07,-1.1100000000001895,2.939999999999724
0.9545,1.08,-1.09000000000019,2.9599999999997237
0.9545,1.09,-1.0700000000001904,2.9699999999997235
0.9545,1.1,-1.0600000000001906,2.9799999999997233
0.9545,1.11,-1.0500000000001908,2.989999999999723
0.9545,1.12,-1.0300000000001912,3.0099999999997227
0.9545,1.1300000000000001,-1.0200000000001914,3.0199999999997225
0.9545,1.1400000000000001,-1.0100000000001916,3.0299999999997222
0.9545,1.1500000000000001,-0.9900000000001921,3.049999999999722
0.9545,1.16,-0.9700000000001925,3.0599999999997216
0.9545,1.17,-0.9600000000001927,3.0699999999997214
0.9545,1.18,-0.9500000000001929,3.079999999999721
0.9545,1.19,-0.9300000000001933,3.0999999999997208
0.9545,1.2,-0.9200000000001936,3.1099999999997205
0.9545,1.21,-0.900000000000194,3.1199999999997203
0.9545,1.22,-0.8900000000001942,3.12999999999972
0.9545,1.23,-0.8800000000001944,3.13999999999972
0.9545,1.24,-0.8600000000001948,3.1599999999997195
0.9545,1.25,-0.850000000000195,3.1699999999997193
0.9545,1.26,-0.8400000000001953,3.179999999999719
0.9545,1.27,-0.8300000000001955,3.189999999999719
0.9545,1.28,-0.8100000000001959,3.2099999999997184
0.9545,1.29,-0.8000000000001961,3.219999999999718
0.9545,1.3,-0.7900000000001963,3.229999999999718
0.9545,1.31,-0.7800000000001965,3.2399999999997178
0.9545,1.32,-0.760000000000197,3.2599999999997173
0.9545,1.33,-0.7400000000001974,3.269999999999717
0.9545,1.34,-0.7300000000001976,3.279999999999717
0.9545,1.35,-0.7200000000001978,3.2899999999997167
0.9545,1.36,-0.710000000000198,3.2999999999997165
0.9545,1.37,-0.7000000000001982,3.3099999999997163
0.9545,1.3800000000000001,-0.6800000000001987,3.329999999999716
0.9545,1.3900000000000001,-0.6700000000001989,3.3399999999997156
0.9545,1.4000000000000001,-0.6600000000001991,3.3499999999997154
0.9545,1.41,-0.6500000000001993,3.359999999999715
0.9545,1.42,-0.6400000000001995,3.369999999999715
0.9545,1.43,-0.6200000000002,3.3899999999997146
0.9545,1.44,-0.6100000000002002,3.3999999999997144
0.9545,1.45,-0.6000000000002004,3.409999999999714
0.9545,1.46,-0.5900000000002006,3.419999999999714
0.9545,1.47,-0.5800000000002008,3.4299999999997137
0.9545,1.48,-0.570000000000201,3.4399999999997135
0.9545,1.49,-0.5500000000002014,3.459999999999713
0.9545,1.5,-0.5400000000002017,3.469999999999713
0.9545,1.51,-0.5300000000002019,3.4799999999997127
0.9545,1.52,-0.5200000000002021,3.4899999999997124
0.9545,1.53,-0.5100000000002023,3.4999999999997122
0.9545,1.54,-0.5000000000002025,3.509999999999712
0.9545,1.55,-0.48000000000020293,3.5299999999997116
0.9545,1.56,-0.47000000000020314,3.5399999999997114
0.9545,1.57,-0.46000000000020336,3.549999999999711
0.9545,1.58,-0.45000000000020357,3.559999999999711
0.9545,1.59,-0.4400000000002038,3.5699999999997107
0.9545,1.6,-0.430000000000204,3.5799999999997105
0.9545,1.61,-0.4200000000002042,3.5899999999997103
0.9545,1.62,-0.4100000000002044,3.59999999999971
0.9545,1.6300000000000001,-0.39000000000020485,3.6199999999997097
0.9545,1.6400000000000001,-0.38000000000020506,3.6299999999997095
0.9545,1.6500000000000001,-0.3700000000002053,3.6399999999997092
0.9545,1.6600000000000001,-0.3600000000002055,3.649999999999709
0.9545,1.67,-0.3500000000002057,3.659999999999709
0.9545,1.68,-0.3400000000002059,3.6699999999997086
0.9545,1.69,-0.33000000000020613,3.6799999999997084
0.9545,1.7,-0.32000000000020634,3.689999999999708
0.9545,1.71,-0.31000000000020655,3.699999999999708
0.9545,1.72,-0.30000000000020677,3.7099999999997078
0.9545,1.73,-0.290000000000207,3.7199999999997075
0.9545,1.74,-0.2700000000002074,3.739999999999707
0.9545,1.75,-0.2600000000002076,3.749999999999707
0.9545,1.76,-0.25000000000020783,3.7599999999997067
0.9545,1.77,-0.24000000000020805,3.7699999999997065
0.9545,1.78,-0.23000000000020826,3.7799999999997063
0.9545,1.79,-0.22000000000020847,3.789999999999706
0.9545,1.8,-0.2100000000002087,3.799999999999706
0.9545,1.81,-0.2000000000002089,3.8099999999997056
0.9545,1.82,-0.1900000000002091,3.8199999999997054
0.9545,1.83,-0.18000000000020933,3.829999999999705
0.9545,1.84,-0.17000000000020954,3.839999999999705
0.9545,1.85,-0.16000000000020975,3.8499999999997048
0.9545,1.86,-0.15000000000020997,3.8599999999997046
0.9545,1.87,-0.14000000000021018,3.8699999999997043
0.9545,1.8800000000000001,-0.1300000000002104,3.879999999999704
0.9545,1.8900000000000001,-0.1200000000002106,3.889999999999704
0.9545,1.9000000000000001,-0.11000000000021082,3.8999999999997037
0.9545,1.9100000000000001,-0.10000000000021103,3.9099999999997035
0.9545,1.92,-0.09000000000021124,3.9199999999997033
0.9545,1.93,-0.08000000000021146,3.929999999999703
0.9545,1.94,-0.07000000000021167,3.939999999999703
0.9545,1.95,-0.060000000000211884,3.9499999999997026
0.9545,1.96,-0.0500000000002121,3.9599999999997024
0.9545,1.97,-0.04000000000021231,3.969999999999702
0.9545,1.98,-0.030000000000212523,3.979999999999702
0.9545,1.99,-0.020000000000212736,3.989999999999702
0.9545,2.0,-0.01000000000021295,3.9999999999997016
0.9545,2.0100000000000002,0.009999999999786624,4.019999999999701
0.9545,2.02,0.01999999999978641,4.029999999999701
0.9545,2.0300000000000002,0.029999999999786198,4.039999999999701
0.9545,2.04,0.039999999999785985,4.0499999999997005
0.9545,2.05,0.04999999999978577,4.0599999999997
0.9545,2.06,0.05999999999978556,4.0699999999997
0.9545,2.07,0.06999999999978535,4.0799999999997
0.9545,2.08,0.07999999999978513,4.0899999999997
0.9545,2.09,0.08999999999978492,4.099999999999699
0.9545,2.1,0.0999999999997847,4.109999999999699
0.9545,2.11,0.10999999999978449,4.119999999999699
0.9545,2.12,0.11999999999978428,4.129999999999699
0.9545,2.13,0.12999999999978407,4.139999999999699
0.9545,2.14,0.13999999999978385,4.149999999999698
0.9545,2.15,0.14999999999978364,4.159999999999698
0.9545,2.16,0.15999999999978343,4.169999999999698
0.9545,2.17,0.1699999999997832,4.179999999999698
0.9545,2.18,0.179999999999783,4.1899999999996975
0.9545,2.19,0.1899999999997828,4.199999999999697
0.9545,2.2,0.19999999999978257,4.209999999999697
0.9545,2.21,0.20999999999978236,4.219999999999697
0.9545,2.22,0.21999999999978215,4.229999999999697
0.9545,2.23,0.22999999999978193,4.2399999999996965
0.9545,2.24,0.23999999999978172,4.249999999999696
0.9545,2.25,0.2499999999997815,4.259999999999696
0.9545,2.2600000000000002,0.2599999999997813,4.269999999999696
0.9545,2.27,0.2699999999997811,4.279999999999696
0.9545,2.2800000000000002,0.27999999999978087,4.289999999999695
0.9545,2.29,0.28999999999978066,4.299999999999695
0.9545,2.3000000000000003,0.29999999999978044,4.309999999999695
0.9545,2.31,0.30999999999978023,4.319999999999695
0.9545,2.32,0.31999999999978,4.3299999999996945
0.9545,2.33,0.3299999999997798,4.339999999999694
0.9545,2.34,0.3399999999997796,4.349999999999694
0.9545,2.35,0.3499999999997794,4.359999999999694
0.9545,2.36,0.35999999999977916,4.369999999999694
0.9545,2.37,0.36999999999977895,4.3799999999996935
0.9545,2.38,0.37999999999977874,4.389999999999693
0.9545,2.39,0.3899999999997785,4.399999999999693
0.9545,2.4,0.3999999999997783,4.409999999999693
0.9545,2.41,0.4099999999997781,4.419999999999693
0.9545,2.42,0.4199999999997779,4.429999999999692
0.9545,2.43,0.42999999999977767,4.439999999999692
0.9545,2.44,0.43999999999977746,4.449999999999692
0.9545,2.45,0.44999999999977724,4.459999999999692
0.9545,2.46,0.45999999999977703,4.4699999999996916
0.9545,2.47,0.4699999999997768,4.479999999999691
0.9545,2.48,0.4799999999997766,4.489999999999691
0.9545,2.49,0.4899999999997764,4.499999999999691
0.9545,2.5,0.4999999999997762,4.509999999999691
0.9545,2.5100000000000002,0.509999999999776,4.5199999999996905
0.9545,2.52,0.5199999999997758,4.52999999999969
0.9545,2.5300000000000002,0.5299999999997755,4.53999999999969
0.9545,2.54,0.5399999999997753,4.54999999999969
0.9545,2.5500000000000003,0.5499999999997751,4.55999999999969
0.9545,2.56,0.5599999999997749,4.569999999999689
0.9545,2.57,0.5699999999997747,4.579999999999689
0.9545,2.58,0.5799999999997745,4.589999999999689
0.9545,2.59,0.5899999999997743,4.599999999999689
0.9545,2.6,0.599999999999774,4.609999999999689
0.9545,2.61,0.6099999999997738,4.619999999999688
0.9545,2.62,0.6199999999997736,4.629999999999688
0.9545,2.63,0.6299999999997734,4.639999999999688
0.9545,2.64,0.6399999999997732,4.649999999999688
0.9545,2.65,0.649999999999773,4.6599999999996875
0.9545,2.66,0.6599999999997728,4.669999999999687
0.9545,2.67,0.6699999999997726,4.679999999999687
0.9545,2.68,0.6799999999997723,4.689999999999687
0.9545,2.69,0.6899999999997721,4.699999999999687
0.9545,2.7,0.6999999999997719,4.709999999999686
0.9545,2.71,0.7099999999997717,4.719999999999686
0.9545,2.72,0.7199999999997715,4.729999999999686
0.9545,2.73,0.7299999999997713,4.739999999999686
0.9545,2.74,0.7399999999997711,4.749999999999686
0.9545,2.75,0.7499999999997708,4.759999999999685
0.9545,2.7600000000000002,0.7599999999997706,4.769999999999685
0.9545,2.77,0.7699999999997704,4.779999999999685
0.9545,2.7800000000000002,0.7799999999997702,4.789999999999685
0.9545,2.79,0.78999999999977,4.7999999999996845
0.9545,2.8000000000000003,0.7999999999997698,4.809999999999684
0.9545,2.81,0.8099999999997696,4.819999999999684
0.9545,2.82,0.8199999999997694,4.829999999999684
0.9545,2.83,0.8299999999997691,4.839999999999684
0.9545,2.84,0.8399999999997689,4.8499999999996835
0.9545,2.85,0.8499999999997687,4.859999999999683
0.9545,2.86,0.8599999999997685,4.869999999999683
0.9545,2.87,0.8699999999997683,4.879999999999683
0.9545,2.88,0.8799999999997681,4.889999999999683
0.9545,2.89,0.8899999999997679,4.899999999999682
0.9545,2.9,0.8999999999997677,4.909999999999682
0.9545,2.91,0.9099999999997674,4.919999999999682
0.9545,2.92,0.9199999999997672,4.929999999999682
0.9545,2.93,0.929999999999767,4.9399999999996815
0.9545,2.94,0.9399999999997668,4.949999999999681
0.9545,2.95,0.9499999999997666,4.959999999999681
0.9545,2.96,0.9599999999997664,4.969999999999681
0.9545,2.97,0.9699999999997662,4.979999999999681
0.9545,2.98,0.979999999999766,4.9899999999996805
0.9545,2.99,0.9899999999997657,4.99999999999968
0.9545,3.0,0.9999999999997655,5.00999999999968
0.9545,3.0100000000000002,1.0099999999997653,5.01999999999968
0.9545,3.02,1.019999999999765,5.02999999999968
0.9545,3.0300000000000002,1.0299999999997649,5.039999999999679
0.9545,3.04,1.0399999999997647,5.049999999999679
0.9545,3.0500000000000003,1.0499999999997645,5.059999999999679
0.9545,3.06,1.0599999999997642,5.069999999999679
0.9545,3.0700000000000003,1.069999999999764,5.0799999999996786
0.9545,3.08,1.0799999999997638,5.089999999999678
0.9545,3.09,1.0899999999997636,5.099999999999678
0.9545,3.1,1.0999999999997634,5.109999999999678
0.9545,3.11,1.1099999999997632,5.119999999999678
0.9545,3.12,1.119999999999763,5.1299999999996775
0.9545,3.13,1.1299999999997627,5.139999999999677
0.9545,3.14,1.1399999999997625,5.149999999999677
0.9545,3.15,1.1499999999997623,5.159999999999677
0.9545,3.16,1.159999999999762,5.169999999999677
0.9545,3.17,1.169999999999762,5.179999999999676
0.9545,3.18,1.1799999999997617,5.189999999999676
0.9545,3.19,1.1899999999997615,5.199999999999676
0.9545,3.2,1.1999999999997613,5.209999999999676
0.9545,3.21,1.209999999999761,5.219999999999676
0.9545,3.22,1.2199999999997608,5.229999999999675
0.9545,3.23,1.2299999999997606,5.239999999999675
0.9545,3.24,1.2399999999997604,5.249999999999675
0.9545,3.25,1.2499999999997602,5.259999999999675
0.9545,3.2600000000000002,1.25999999999976,5.2699999999996745
0.9545,3.27,1.2699999999997598,5.279999999999674
0.9545,3.2800000000000002,1.2799999999997596,5.289999999999674
0.9545,3.29,1.2899999999997593,5.299999999999674
0.9545,3.3000000000000003,1.2999999999997591,5.309999999999674
0.9545,3.31,1.309999999999759,5.319999999999673
0.9545,3.3200000000000003,1.3199999999997587,5.329999999999673
0.9545,3.33,1.3299999999997585,5.339999999999673
0.9545,3.34,1.3399999999997583,5.349999999999673
0.9545,3.35,1.349999999999758,5.359999999999673
0.9545,3.36,1.3599999999997578,5.369999999999672
0.9545,3.37,1.3699999999997576,5.379999999999672
0.9545,3.38,1.3799999999997574,5.389999999999672
0.9545,3.39,1.3899999999997572,5.399999999999672
0.9545,3.4,1.399999999999757,5.4099999999996715
0.9545,3.41,1.4099999999997568,5.419999999999671
0.9545,3.42,1.4199999999997566,5.429999999999671
0.9545,3.43,1.4299999999997564,5.439999999999671
0.9545,3.44,1.4399999999997561,5.449999999999671
0.9545,3.45,1.449999999999756,5.4599999999996705
0.9545,3.46,1.4599999999997557,5.46999999999967
0.9545,3.47,1.4699999999997555,5.47999999999967
0.9545,3.48,1.4799999999997553,5.48999999999967
0.9545,3.49,1.489999999999755,5.49999999999967
0.9545,3.5,1.4999999999997549,5.509999999999669
0.9545,3.5100000000000002,1.5099999999997546,5.519999999999669
0.9545,3.52,1.5199999999997544,5.529999999999669
0.9545,3.5300000000000002,1.5299999999997542,5.539999999999669
0.9545,3.54,1.539999999999754,5.5499999999996685
0.9545,3.5500000000000003,1.5499999999997538,5.559999999999668
0.9545,3.56,1.5599999999997536,5.569999999999668
0.9545,3.5700000000000003,1.5699999999997534,5.579999999999668
0.9545,3.58,1.5799999999997532,5.589999999999668
0.9545,3.59,1.589999999999753,5.5999999999996675
0.9545,3.6,1.5999999999997527,5.609999999999667
0.9545,3.61,1.6099999999997525,5.619999999999667
0.9545,3.62,1.6199999999997523,5.629999999999667
0.9545,3.63,1.629999999999752,5.639999999999667
0.9545,3.64,1.6399999999997519,5.649999999999666
0.9545,3.65,1.6499999999997517,5.659999999999666
0.9545,3.66,1.6599999999997515,5.669999999999666
0.9545,3.67,1.6699999999997512,5.679999999999666
0.9545,3.68,1.679999999999751,5.6899999999996655
0.9545,3.69,1.6899999999997508,5.699999999999665
0.9545,3.7,1.6999999999997506,5.709999999999665
0.9545,3.71,1.7099999999997504,5.719999999999665
0.9545,3.72,1.7199999999997502,5.729999999999665
0.9545,3.73,1.72999999999975,5.7399999999996645
0.9545,3.74,1.7399999999997497,5.749999999999664
0.9545,3.75,1.7499999999997495,5.759999999999664
0.9545,3.7600000000000002,1.7599999999997493,5.769999999999664
0.9545,3.77,1.769999999999749,5.779999999999664
0.9545,3.7800000000000002,1.779999999999749,5.789999999999663
0.9545,3.79,1.7899999999997487,5.799999999999663
0.9545,3.8000000000000003,1.7999999999997485,5.809999999999663
0.9545,3.81,1.8099999999997483,5.819999999999663
0.9545,3.8200000000000003,1.819999999999748,5.829999999999663
0.9545,3.83,1.8299999999997478,5.839999999999662
0.9545,3.84,1.8399999999997476,5.849999999999662
0.9545,3.85,1.8499999999997474,5.859999999999662
0.9545,3.86,1.8599999999997472,5.869999999999662
0.9545,3.87,1.869999999999747,5.8799999999996615
0.9545,3.88,1.8799999999997468,5.889999999999661
0.9545,3.89,1.8899999999997465,5.899999999999661
0.9545,3.9,1.8999999999997463,5.909999999999661
0.9545,3.91,1.9099999999997461,5.919999999999661
0.9545,3.92,1.919999999999746,5.92999999999966
0.9545,3.93,1.9299999999997457,5.93999999999966
0.9545,3.94,1.9399999999997455,5.94999999999966
0.9545,3.95,1.9499999999997453,5.95999999999966
0.9545,3.96,1.959999999999745,5.96999999999966
0.9545,3.97,1.9699999999997448,5.979999999999659
0.9545,3.98,1.9799999999997446,5.989999999999659
0.9545,3.99,1.9899999999997444,5.999999999999659
0.9545,4.0,1.9999999999997442,6.009999999999657
0.9545,4.01,2.009999999999744,6.0199999999996585
0.9545,4.0200000000000005,2.019999999999744,6.02999999999966
0.9545,4.03,2.0299999999997436,6.039999999999658
0.9545,4.04,2.0399999999997434,6.049999999999656
0.9545,4.05,2.049999999999743,6.059999999999658
0.9545,4.0600000000000005,2.059999999999743,6.069999999999659
0.9545,4.07,2.0699999999997427,6.079999999999657
0.9545,4.08,2.0799999999997425,6.089999999999655
0.9545,4.09,2.0899999999997423,6.099999999999657
0.9545,4.1,2.099999999999742,6.109999999999658
0.9545,4.11,2.109999999999742,6.119999999999656
0.9545,4.12,2.1199999999997416,6.129999999999654
0.9545,4.13,2.1299999999997414,6.139999999999656
0.9545,4.14,2.139999999999741,6.1499999999996575
0.9545,4.15,2.149999999999741,6.1599999999996555
0.9545,4.16,2.159999999999741,6.1699999999996535
0.9545,4.17,2.1699999999997406,6.179999999999655
0.9545,4.18,2.1799999999997404,6.189999999999657
0.9545,4.19,2.18999999999974,6.199999999999655
0.9545,4.2,2.19999999999974,6.209999999999653
0.9545,4.21,2.2099999999997397,6.219999999999654
0.9545,4.22,2.2199999999997395,6.229999999999656
0.9545,4.23,2.2299999999997393,6.239999999999654
0.9545,4.24,2.239999999999739,6.249999999999652
0.9545,4.25,2.249999999999739,6.259999999999653
0.9545,4.26,2.2599999999997387,6.269999999999655
0.9545,4.2700000000000005,2.2699999999997384,6.279999999999653
0.9545,4.28,2.2799999999997382,6.289999999999651
0.9545,4.29,2.289999999999738,6.2999999999996525
0.9545,4.3,2.299999999999738,6.309999999999654
0.9545,4.3100000000000005,2.3099999999997376,6.319999999999652
0.9545,4.32,2.3199999999997374,6.32999999999965
0.9545,4.33,2.329999999999737,6.339999999999652
0.9545,4.34,2.339999999999737,6.349999999999653
0.9545,4.3500000000000005,2.3499999999997367,6.359999999999651
0.9545,4.36,2.3599999999997365,6.369999999999649
0.9545,4.37,2.3699999999997363,6.379999999999651
0.9545,4.38,2.379999999999736,6.389999999999652
0.9545,4.39,2.389999999999736,6.39999999999965
0.9545,4.4,2.3999999999997357,6.409999999999648
0.9545,4.41,2.4099999999997355,6.41999999999965
0.9545,4.42,2.4199999999997353,6.4299999999996515
0.9545,4.43,2.429999999999735,6.43999999999965
0.9545,4.44,2.439999999999735,6.449999999999648
0.9545,4.45,2.4499999999997346,6.459999999999649
0.9545,4.46,2.4599999999997344,6.469999999999651
0.9545,4.47,2.469999999999734,6.479999999999649
0.9545,4.48,2.479999999999734,6.489999999999647
0.9545,4.49,2.4899999999997338,6.499999999999648
0.9545,4.5,2.4999999999997335,6.50999999999965
0.9545,4.51,2.5099999999997333,6.519999999999648
0.9545,4.5200000000000005,2.519999999999733,6.529999999999646
0.9545,4.53,2.529999999999733,6.539999999999647
0.9545,4.54,2.5399999999997327,6.549999999999649
0.9545,4.55,2.5499999999997325,6.559999999999647
0.9545,4.5600000000000005,2.5599999999997323,6.569999999999645
0.9545,4.57,2.569999999999732,6.579999999999647
0.9545,4.58,2.579999999999732,6.589999999999648
0.9545,4.59,2.5899999999997316,6.599999999999646
0.9545,4.6000000000000005,2.5999999999997314,6.609999999999644
0.9545,4.61,2.609999999999731,6.619999999999646
0.9545,4.62,2.619999999999731,6.629999999999647
0.9545,4.63,2.6299999999997308,6.639999999999645
0.9545,4.64,2.6399999999997306,6.649999999999643
0.9545,4.65,2.6499999999997303,6.659999999999645
0.9545,4.66,2.65999999999973,6.669999999999646
0.9545,4.67,2.66999999999973,6.6799999999996444
0.9545,4.68,2.6799999999997297,6.6899999999996425
0.9545,4.69,2.6899999999997295,6.699999999999644
0.9545,4.7,2.6999999999997293,6.709999999999646
0.9545,4.71,2.709999999999729,6.719999999999644
0.9545,4.72,2.719999999999729,6.729999999999642
0.9545,4.73,2.7299999999997286,6.739999999999643
0.9545,4.74,2.7399999999997284,6.749999999999645
0.9545,4.75,2.749999999999728,6.759999999999643
0.9545,4.76,2.759999999999728,6.769999999999641
0.9545,4.7700000000000005,2.769999999999728,6.779999999999642
0.9545,4.78,2.7799999999997276,6.789999999999644
0.9545,4.79,2.7899999999997274,6.799999999999642
0.9545,4.8,2.799999999999727,6.80999999999964
0.9545,4.8100000000000005,2.809999999999727,6.8199999999996415
0.9545,4.82,2.8199999999997267,6.829999999999643
0.9545,4.83,2.8299999999997265,6.839999999999641
0.9545,4.84,2.8399999999997263,6.849999999999639
0.9545,4.8500000000000005,2.849999999999726,6.859999999999641
0.9545,4.86,2.859999999999726,6.869999999999642
0.9545,4.87,2.8699999999997257,6.87999999999964
0.9545,4.88,2.8799999999997254,6.889999999999638
0.9545,4.89,2.8899999999997252,6.89999999999964
0.9545,4.9,2.899999999999725,6.909999999999641
0.9545,4.91,2.909999999999725,6.919999999999639
0.9545,4.92,2.9199999999997246,6.929999999999637
0.9545,4.93,2.9299999999997244,6.939999999999639
0.9545,4.94,2.939999999999724,6.9499999999996405
0.9545,4.95,2.949999999999724,6.9599999999996385
0.9545,4.96,2.9599999999997237,6.9699999999996365
0.9545,4.97,2.9699999999997235,6.979999999999638
0.9545,4.98,2.9799999999997233,6.98999999999964
0.9545,4.99,2.989999999999723,6.999999999999638
0.9545,5.0,2.999999999999723,7.009999999999636
0.9545,5.01,3.0099999999997227,7.019999999999637
0.9545,5.0200000000000005,3.0199999999997225,7.029999999999639
0.9545,5.03,3.0299999999997222,7.039999999999637
0.9545,5.04,3.039999999999722,7.049999999999635
0.9545,5.05,3.049999999999722,7.059999999999636
0.9545,5.0600000000000005,3.0599999999997216,7.069999999999638
0.9545,5.07,3.0699999999997214,7.079999999999636
0.9545,5.08,3.079999999999721,7.089999999999634
0.9545,5.09,3.089999999999721,7.0999999999996355
0.9545,5.1000000000000005,3.0999999999997208,7.109999999999637
0.9545,5.11,3.1099999999997205,7.119999999999635
0.9545,5.12,3.1199999999997203,7.129999999999633
0.9545,5.13,3.12999999999972,7.139999999999635
0.9545,5.14,3.13999999999972,7.149999999999636
0.9545,5.15,3.1499999999997197,7.159999999999634
0.9545,5.16,3.1599999999997195,7.169999999999632
0.9545,5.17,3.1699999999997193,7.179999999999634
0.9545,5.18,3.179999999999719,7.189999999999635
